0.0097,0.0128,-0.9245,0.3808
0.0097,0.0128,-0.9245,0.3808
0.0097,0.0128,-0.9246,0.3806
0.0098,0.0129,-0.9244,0.3811
0.0099,0.0129,-0.9232,0.3840
0.0100,0.0129,-0.9218,0.3873
0.0100,0.0128,-0.9199,0.3918
0.0100,0.0128,-0.9174,0.3976
0.0101,0.0128,-0.9142,0.4049
0.0103,0.0127,-0.9108,0.4125
0.0104,0.0127,-0.9070,0.4208
0.0105,0.0126,-0.9027,0.4300
0.0106,0.0126,-0.8976,0.4405
0.0107,0.0125,-0.8915,0.4527
0.0110,0.0124,-0.8810,0.4728
0.0112,0.0123,-0.8730,0.4874
0.0114,0.0122,-0.8646,0.5022
0.0116,0.0122,-0.8556,0.5174
0.0117,0.0120,-0.8464,0.5323
0.0120,0.0119,-0.8347,0.5504
0.0121,0.0118,-0.8246,0.5655
0.0123,0.0116,-0.8148,0.5795
0.0126,0.0114,-0.8045,0.5937
0.0127,0.0111,-0.7933,0.6086
0.0129,0.0109,-0.7826,0.6223
0.0130,0.0108,-0.7718,0.6356
0.0133,0.0108,-0.7617,0.6477
0.0134,0.0106,-0.7466,0.6651
0.0136,0.0104,-0.7318,0.6813
0.0138,0.0101,-0.7161,0.6978
0.0139,0.0099,-0.7031,0.7109
0.0141,0.0097,-0.6909,0.7227
0.0142,0.0095,-0.6782,0.7347
0.0143,0.0094,-0.6649,0.7467
0.0143,0.0091,-0.6508,0.7591
0.0144,0.0088,-0.6304,0.7761
0.0145,0.0087,-0.6148,0.7885
0.0145,0.0083,-0.5979,0.8014
0.0146,0.0082,-0.5809,0.8138
0.0148,0.0079,-0.5544,0.8321
0.0149,0.0075,-0.5261,0.8503
0.0149,0.0071,-0.4998,0.8660
0.0149,0.0068,-0.4802,0.8770
0.0150,0.0064,-0.4535,0.8911
0.0151,0.0061,-0.4337,0.9009
0.0151,0.0058,-0.4081,0.9128
0.0151,0.0056,-0.3907,0.9204
0.0153,0.0052,-0.3615,0.9322
0.0154,0.0048,-0.3335,0.9426
0.0154,0.0044,-0.3101,0.9506
0.0153,0.0039,-0.2903,0.9568
0.0152,0.0035,-0.2587,0.9658
0.0152,0.0034,-0.2417,0.9702
0.0153,0.0032,-0.2230,0.9747
0.0152,0.0029,-0.2007,0.9795
0.0151,0.0026,-0.1758,0.9843
0.0151,0.0022,-0.1515,0.9883
0.0151,0.0017,-0.1222,0.9924
0.0151,0.0014,-0.1038,0.9945
0.0151,0.0011,-0.0843,0.9963
0.0150,0.0007,-0.0625,0.9979
0.0148,0.0005,-0.0376,0.9992
0.0148,0.0001,-0.0126,0.9998
0.0147,-0.0001,0.0057,0.9999
0.0145,-0.0005,0.0339,0.9993
0.0145,-0.0008,0.0570,0.9983
0.0144,-0.0011,0.0766,0.9970
0.0145,-0.0014,0.0961,0.9953
0.0143,-0.0016,0.1135,0.9934
0.0141,-0.0018,0.1309,0.9913
0.0140,-0.0020,0.1488,0.9888
0.0140,-0.0023,0.1718,0.9850
0.0139,-0.0026,0.1921,0.9813
0.0138,-0.0028,0.2101,0.9776
0.0137,-0.0032,0.2269,0.9738
0.0136,-0.0034,0.2428,0.9700
0.0134,-0.0035,0.2587,0.9659
0.0132,-0.0039,0.2810,0.9596
0.0130,-0.0041,0.2955,0.9552
0.0129,-0.0042,0.3094,0.9508
0.0127,-0.0044,0.3222,0.9466
0.0126,-0.0046,0.3339,0.9425
0.0125,-0.0048,0.3478,0.9375
0.0123,-0.0049,0.3578,0.9337
0.0122,-0.0051,0.3695,0.9291
0.0121,-0.0053,0.3804,0.9247
0.0119,-0.0055,0.3921,0.9198
0.0118,-0.0055,0.4018,0.9156
0.0116,-0.0056,0.4127,0.9108
0.0115,-0.0058,0.4225,0.9063
0.0114,-0.0058,0.4307,0.9024
0.0113,-0.0060,0.4453,0.8953
0.0112,-0.0061,0.4536,0.8911
0.0110,-0.0061,0.4611,0.8873
0.0109,-0.0062,0.4696,0.8828
0.0108,-0.0063,0.4770,0.8788
0.0107,-0.0063,0.4837,0.8751
0.0106,-0.0064,0.4900,0.8716
0.0106,-0.0065,0.4969,0.8677
0.0106,-0.0066,0.5019,0.8648
0.0105,-0.0066,0.5058,0.8626
0.0105,-0.0067,0.5094,0.8604
0.0104,-0.0066,0.5121,0.8588
0.0103,-0.0066,0.5151,0.8570
0.0103,-0.0066,0.5185,0.8550
0.0103,-0.0066,0.5204,0.8538
0.0102,-0.0065,0.5206,0.8537
0.0102,-0.0065,0.5195,0.8544
0.0102,-0.0064,0.5195,0.8544
0.0102,-0.0064,0.5207,0.8537
0.0102,-0.0063,0.5208,0.8536
0.0102,-0.0062,0.5205,0.8538
0.0101,-0.0062,0.5205,0.8538
